Total Be Here;2002;222;333;126;3.7
Us Establish Character;2003;995;384;83;1.4
Might Boy Member;1993;355;136;142;2.0
View Action Sea;1974;222;64;57;8.4
Door Brother Enjoy;2020;642;356;149;8.6
Traditional Customer General;2014;15;633;104;8.7
Animal Daughter Site;2018;906;519;90;9.7
Off Her Defense;2019;892;815;83;1.6
Something Of Add;1999;98;917;67;4.3
Art Anyone At;1999;324;455;70;7.4
Go Machine Form;1984;363;945;112;3.3
Owner Able Audience;1991;413;1;104;4.6
Senior Ready Matter;2000;133;620;138;3.9
Serve Sell Now;1990;501;72;71;1.9
About Father Site;1993;656;570;131;2.2
Practice Amount Whole;1997;234;315;75;6.2
Practice Speech Thought;2013;852;389;109;5.5
Skill Establish Out;1983;79;898;145;4.0
Offer Set Cell;2013;990;807;84;5.4
Service Method Appear;1995;981;412;108;2.1
Challenge Who Talk;1972;910;923;61;3.4
My Night Firm;1992;137;86;95;7.4
Team Amount Organization;2013;436;493;132;2.6
Game Very Somebody;1995;371;870;139;8.5
Bed Will Others;1999;410;674;102;5.1
Former Bar Him;2011;802;564;118;3.9
Hand Bag Thing;1972;481;603;68;8.9
Would Wife System;2004;941;837;50;6.4
Budget Course World;1982;586;559;139;9.0
Agree Beat Decision;1990;96;194;91;4.0
Card Hit Everyone;2018;79;434;110;1.2
Size Ok Hair;1995;979;309;62;3.1
Act Value Address;2006;530;155;99;4.2
National Win Traditional;1985;874;37;51;2.9
Level Step West;2009;482;250;54;3.9
Everyone Test Himself;1983;59;222;114;10.0
Place Suddenly Tend;1972;308;462;98;3.4
Eye Option Main;2006;765;188;127;8.0
With Mouth A;1990;294;141;62;8.3
Various She Family;2019;794;195;136;7.3
Yourself Store Say;2021;512;872;108;9.9
Work Under Wrong;1990;731;836;70;7.6
Situation Culture Item;2015;439;101;142;2.2
Country Wish Eat;2007;197;676;128;3.0
Investment Kid Hour;2016;920;784;112;5.4
Page Leader Structure;2020;833;70;88;8.5
Join Health Line;1980;28;39;73;6.9
His Project For;1977;983;388;76;4.1
Former Population Fine;1973;266;439;135;5.7
Prepare Say Very;1977;785;686;57;4.4
Administration Tv Letter;2016;196;859;127;5.7
Chair Ball Article;2008;854;60;144;9.4
Can Purpose Popular;1991;554;649;61;4.2
Voice Political Let;2002;826;476;64;3.9
Exist Wonder Him;1974;117;945;145;4.7
Public The Consumer;1973;490;929;96;5.6
Improve Often Compare;1999;746;62;72;6.8
So Region Yard;1980;713;640;96;1.2
Final Drug Woman;2019;822;165;95;2.0
Majority Future Weight;1984;256;449;99;6.2
About Rule Easy;1983;537;656;143;9.6
Sound People Son;2014;948;410;57;3.5
Should Choice Read;1986;662;680;82;3.0
Half Everything During;1977;617;743;116;6.0
Church Agreement Concern;1980;859;317;67;6.1
Near Whether Phone;2010;579;280;79;8.4
Special Government Ready;1989;464;996;82;5.2
Drop Democrat Process;1989;199;57;68;6.1
Money Second Fire;2014;578;262;136;2.1
Present Question True;1987;500;678;60;2.0
North Chair Store;1986;530;628;63;3.0
Wall Crime Practice;2008;502;198;66;6.5
Mouth Occur Nothing;2001;667;563;92;3.0
International Both Fast;2012;418;900;132;6.0
Card Fill Particular;2009;891;155;57;3.7
Response Everything Major;2012;52;459;52;6.3
Because Bring Good;1974;198;714;138;7.1
Individual Everything Authority;2014;123;431;110;6.5
Her North Particular;2018;794;436;136;9.6
Series Test Law;1995;632;587;139;5.0
Girl Whose Cultural;2002;575;724;72;9.8
Policy Sure Everybody;2008;277;889;82;8.0
A Challenge Authority;2012;529;217;66;1.6
Even Nation Where;2007;709;7;102;4.0
Contain Seem Live;1988;720;74;51;2.0
See Impact Story;1984;276;817;104;7.4
Guy Strategy Structure;1996;308;315;87;2.7
Close You As;2004;515;957;133;7.2
Strategy Trial Eat;2014;424;686;53;2.8
Center Design Actually;2006;576;239;91;9.3
Across Box Consumer;1983;11;714;98;6.5
Could Significant Area;1995;724;357;98;8.8
Type Ever This;1991;387;185;107;2.0
Why Concern President;2000;945;607;146;5.0
Pay Hard Run;2014;756;915;149;8.6
Year Anything World;1995;518;738;99;1.2
Police Employee Itself;2004;671;614;132;1.4
Beat Thing Democratic;1977;348;835;144;5.6
Machine Easy Cold;2014;523;155;131;5.4
Article Challenge Rate;1995;769;429;72;6.0
Road If Street;1997;971;748;60;8.6
Region Fact Team;2022;959;896;129;1.4
End Both Fine;2001;494;16;56;9.7
Alone Staff Girl;2011;199;663;93;3.6
They Front Keep;2018;743;964;149;3.7
During Civil Fine;2016;324;473;101;6.3
On Tree Single;1982;488;828;97;3.2
Opportunity Quite Itself;2007;910;964;102;7.0
Other Site Memory;1977;349;938;110;1.6
Different Right Modern;1992;972;29;147;5.9
Again Note Center;1983;340;994;147;4.1
Travel Light Sing;2001;325;728;128;7.2
One Bring Hotel;1975;440;34;94;4.2
Challenge End Medical;2010;494;660;124;9.9
East National Opportunity;1999;964;119;61;4.0
Maintain Determine Early;1975;492;991;62;3.9
Board Center Social;2020;656;231;78;4.2
Agree Whom Future;1996;99;766;95;5.9
Huge Bar Recognize;1976;174;784;94;3.2
Out Paper Pm;1999;715;275;84;3.8
Enter Hot Remain;1971;858;372;138;3.0
Teach Personal Agent;2011;367;552;74;1.8
Prove Husband Good;2014;471;154;98;9.9
Democrat Full Life;1989;265;772;111;7.7
Ago Sound Show;1996;643;215;77;9.8
Measure Research The;1973;417;569;87;4.4
Similar Carry Chance;1989;513;153;73;2.3
Effort Along Down;2010;996;953;108;1.7
System Personal Make;1984;232;765;93;7.6
Start Lose Away;1991;823;846;120;2.7
Already Meeting Necessary;1994;919;383;145;6.4
Deal Spend Mrs;1982;303;105;50;4.3
Street Response Street;2015;533;652;143;1.1
Development Successful Before;1983;365;73;115;3.6
Including Long Become;1998;988;513;121;9.7
Effort Key Assume;1974;714;789;134;8.0
Itself Choose Democratic;2009;104;473;75;9.2
Player Although Teach;1970;913;480;62;7.0
Growth Back Manager;2009;403;354;120;6.9
Decade Feeling Memory;2017;958;397;124;9.6
Page Movement Young;1995;789;273;59;9.6
Radio Share Majority;1989;409;118;71;2.9
Instead One Difficult;1992;679;876;64;2.2
Bar Street Pay;2013;525;252;135;3.1
Base After Agency;2001;12;208;51;9.1
Treat Low Protect;2015;624;74;122;2.9
Reduce Lose Up;2004;681;521;138;4.7
Cultural Room Success;1997;987;52;143;8.1
Professor Bad Cup;2009;739;945;128;7.0
Direction Expect Tend;1973;387;735;56;5.8
Employee Young Character;1986;669;520;81;3.6
Real General Bag;2018;306;139;59;6.1
Before Situation Expect;2005;716;779;79;6.5
Doctor South Item;1992;750;197;88;7.7
Author Billion Fast;2008;944;69;121;3.2
Serious Before Almost;2014;81;85;55;8.2
Buy Nice Economic;2005;444;458;118;8.9
Tax Environment Which;1999;54;622;57;9.0
While They Difficult;1986;849;218;69;4.3
Threat Grow Card;2016;760;561;84;3.3
Away Peace How;1972;721;858;92;2.0
Sometimes Prevent Sort;2019;910;660;126;8.2
Trip From Region;1975;257;842;97;9.9
Wonder Citizen See;1987;858;906;95;6.6
Half Mention Agree;2000;783;769;83;1.4
Shake Particular Fear;1999;805;382;117;5.2
After Produce Water;2022;927;688;108;9.6
Special Road Base;2007;245;782;106;5.5
Step Call Usually;1972;29;527;56;7.6
Energy Upon Affect;2012;452;509;135;2.1
Last Weight Election;1976;984;651;87;2.3
Pick Check Poor;1997;471;766;76;1.5
Design Full Still;2016;493;26;50;6.9
Like Himself Computer;2004;26;669;146;6.6
Position Religious Central;2021;207;26;67;3.2
Return Significant Skill;2006;531;483;121;8.8
Western Community Million;1983;793;268;76;2.5
Risk Either Sure;2010;53;314;118;6.3
Concern Outside Message;2010;559;228;71;7.8
Group Building Blue;1972;850;40;72;8.2
Indeed Occur Mind;2000;258;897;119;6.0
Organization High Than;2012;216;640;72;4.8
Doctor Direction Simple;2004;70;104;63;1.8
Eight Each Join;1982;648;724;96;9.5
Kitchen Doctor Thus;2016;454;3;97;1.5
Lawyer Run Local;2011;942;867;70;1.7
Tonight Recognize Wear;2003;756;153;65;7.2
Various Pull Imagine;1972;603;616;109;3.3
Foot Friend Land;1985;588;797;98;8.2
Try Shake Case;2000;701;515;120;8.2
Across Between Better;1997;650;224;53;5.2
Lot Office Improve;1974;960;50;67;5.0
Free Within Resource;1978;993;868;133;4.1
Recent Kid Nor;2014;607;287;125;2.1
Positive Such Together;2000;689;498;121;2.2
Happy Past Senior;1995;411;277;138;8.0
Trade Property Toward;1986;789;35;130;1.9
Social Responsibility Light;1993;840;50;108;4.3
Ability Begin Best;1970;272;790;104;8.7
Husband Instead Training;2022;269;76;84;5.4
Majority Safe Add;1989;120;400;74;3.6
Final Appear Congress;2003;568;455;84;8.6
Mean Hundred Cell;1985;68;743;127;7.4
Very Reach Line;1986;858;911;57;6.6
Sometimes Goal Simply;1970;445;655;118;1.7
People Only Message;2007;87;573;121;6.3
Represent Room Writer;2007;65;147;148;2.7
Turn Threat Treat;2002;198;301;107;3.7
Lead Statement Very;2008;432;695;76;4.3
Store Small Discuss;1988;253;262;135;2.5
Detail Rock Same;2020;519;813;102;4.8
Myself Mean Eight;2022;587;844;110;3.7
Discover Resource Herself;1996;730;955;103;7.2
Choose Finish Bit;2003;258;111;73;3.5
Loss Truth Right;1979;239;525;104;6.7
Read After Matter;2019;549;168;55;3.6
Rest School Religious;2022;923;991;87;9.7
Data Record Describe;2010;943;892;100;1.5
Food Security She;1971;389;856;116;9.3
Leg Wife Scene;2011;411;770;93;7.2
Exist Receive Our;2001;69;863;149;4.0
Bill Capital White;1971;962;611;111;8.3
Eight Behind Five;1980;184;799;86;4.0
Know Plan Rule;1989;984;264;147;2.5
Into Grow Item;1982;691;205;97;6.3
Administration Wide Will;1977;375;380;73;4.8
Statement Respond Compare;2003;82;704;139;1.3
Develop Mr Resource;1998;773;161;75;2.8
Rule Happen Today;2020;400;712;121;7.9
Manager Foot Treat;2019;882;484;109;1.3
Listen Society Person;1994;54;413;114;9.5
Know Home Process;2018;757;914;76;6.8
Such Career That;2009;358;51;79;5.5
Seven Notice A;2004;879;659;89;4.8
Board Call Individual;2011;62;311;56;7.2
Huge Choice With;1973;973;244;68;1.5
Right Like Majority;1994;654;677;55;4.8
Test Would No;2005;102;387;80;9.9
Voice Feel Continue;2020;832;784;133;3.5
Move Leg Cold;1986;887;30;51;8.1
Idea Though Expect;1985;9;608;101;1.9
Student Low As;1989;75;300;105;7.9
Stage Just Any;1990;15;42;69;3.9
Deal Factor Friend;2006;784;794;75;9.3
Memory Surface From;1980;432;349;120;6.1
National Task Should;2006;201;563;81;3.2
Student Call By;1989;951;314;82;9.2
Actually Thus Effect;2008;975;266;127;4.7
Run Customer Develop;1993;956;391;117;8.2
Full Street Artist;1990;308;214;128;3.6
Scene Goal Fact;1983;734;934;132;6.2
Country Almost Attention;2005;671;137;119;8.1
Stop Question Bill;1999;552;877;119;3.8
Else Really Clear;1973;361;556;90;5.6
Investment Various Public;1985;635;161;74;1.3
Help Sell Worker;1985;136;788;111;7.4
Collection Line Exactly;1977;940;447;115;6.0
Seem Drive Under;2021;901;209;103;1.4
Tree Clear Play;1987;427;536;115;7.4
Itself Month Save;1988;535;641;66;8.6
With Put Down;2022;582;233;58;5.8
It Police To;1990;132;184;90;2.2
Serve Special Stuff;1991;630;22;55;5.2
Various Finally Long;1985;946;977;140;6.2
How Our Less;2015;588;684;128;2.5
Possible South Discussion;2005;74;979;52;9.8
Responsibility Meet Just;2019;420;187;97;1.3
Society Hope Hair;1977;460;909;112;5.5
Employee Hundred Activity;1997;583;163;113;3.0
Day Somebody Sort;1991;385;148;60;4.7
Material Seem Edge;1978;874;446;124;6.5
Million Try Bit;1985;740;761;137;7.7
Could Town Market;2016;448;422;113;8.5
Open Song Remain;1998;9;406;81;5.0
Event Thought World;2006;617;88;85;1.8
There Eat Area;2010;858;78;72;8.1
Feel History Test;2022;861;132;112;2.3
Next Hard Six;1989;754;49;63;6.2
Condition Arm Return;1987;979;142;90;5.8
Turn Several Eat;2008;526;895;83;7.4
Former Close Brother;1979;207;573;71;1.5
Positive Morning True;1997;361;642;116;3.4
Television Address Until;2014;160;968;149;4.7
Accept Wrong Manage;2009;39;944;53;4.8
Lot Bed Authority;1997;742;440;67;7.7
Note Arrive Garden;1987;566;260;129;7.3
Campaign Color Religious;1998;684;593;56;2.2
Decade Statement Again;1993;282;456;104;2.9
Eye Just Certainly;1980;629;506;54;8.1
Authority Indeed Series;1980;725;927;131;3.2
Dog Listen American;2009;113;611;66;7.6
Option Tree Word;1971;650;922;143;3.4
Road Home Standard;1988;593;171;63;5.8
Middle Set No;2008;433;259;82;7.2
Like Sometimes Professional;2011;421;22;97;8.7
Draw Director Need;1992;80;179;59;3.8
Property War Trip;1987;764;767;148;1.9
Check Require Reduce;1988;89;974;106;4.1
Traditional Somebody Around;1989;409;860;134;5.0
Concern Section Notice;2011;154;711;148;5.4
General Issue Law;2001;702;969;128;7.4
Sit Coach Study;2011;263;893;59;7.8
Improve Chance Color;2005;172;660;60;2.9
Compare System Least;1998;364;400;119;8.4
Example Key First;2017;640;579;64;9.8
Themselves Account Myself;1988;582;710;135;7.1
Specific Project Industry;2014;575;514;113;8.3
Performance Relate Particularly;2012;105;311;118;2.0
Before Standard Five;2005;863;423;74;2.7
Free Agreement Or;2002;198;242;80;9.8
Just Coach Impact;1992;690;880;124;9.4
Heart Same High;1992;360;977;99;3.3
Place Risk Recognize;2014;867;984;62;6.5
Oil Travel Left;2018;256;700;133;4.4
Night Poor Paper;1989;191;528;78;2.7
Require Service Company;2006;105;751;132;7.1
Certainly Support Discussion;2019;269;711;64;6.4
Measure Former Agency;2003;979;570;138;4.1
Development Space Lose;1975;485;964;109;2.2
Both Congress Side;1991;416;248;84;2.3
Rock Story Carry;1990;586;852;110;7.8
Strategy With Three;1993;835;512;93;6.1
Including Prevent Only;1971;502;314;119;7.1
Market Matter Effort;1982;421;953;70;9.4
Couple Actually Watch;1999;475;593;111;1.9
To Attorney Particular;1981;762;239;134;5.0
Money Strategy Seat;1990;316;872;129;1.2
Forget Politics Others;1981;357;898;110;2.1
Ready Traditional Federal;1999;360;32;73;3.8
Father Can Town;1983;338;182;144;3.4
Project Second Main;1979;38;645;147;2.8
Society Top President;2018;361;128;76;6.6
Sense Operation Clearly;1994;141;73;100;6.0
Response Information Letter;2019;314;593;106;1.4
Born Whole Whatever;1982;683;835;59;6.5
Support Rate Pressure;1980;732;924;144;4.2
According Meet Inside;1978;475;91;149;1.0
Picture Near Believe;2019;560;940;55;5.1
Wall Yet Suffer;1988;256;246;115;2.0
Administration Government Painting;1973;219;968;85;2.1
Evening Expect Financial;1994;843;676;52;6.4
Result Mind Chair;2010;292;200;71;3.7
Number Anyone Risk;1998;477;896;74;7.4
Cell Difficult Individual;2017;443;112;117;5.3
Poor Color Movement;1972;32;72;87;5.8
Chance Support Fact;1999;237;910;91;7.8
Than High Cause;2002;682;563;137;6.8
He Partner Measure;2006;279;266;110;4.3
Town Work Light;2018;855;775;82;8.9
Red Cold Little;2005;194;824;89;3.2
Structure Property Somebody;1983;251;606;132;2.0
Similar Game Name;1970;249;918;97;2.6
Success Recently Compare;2009;540;195;79;7.2
Drive Participant Size;2020;610;764;57;5.1
Someone Left Our;2018;696;721;121;2.8
Final Recent Future;1999;808;835;75;3.6
Top Total Institution;1997;72;44;104;3.2
Discover Apply Piece;1996;959;458;80;8.4
Serious Offer Identify;1972;489;525;110;5.1
Research Baby Heavy;1979;603;605;77;4.4
Admit Computer Despite;2022;798;787;115;8.0
Instead Tax May;1977;135;389;121;7.3
Test Participant Capital;2016;569;602;129;8.6
Thought Certainly Practice;2017;501;862;79;2.7
World Likely Knowledge;1972;278;698;130;4.3
Mission Season Sport;2005;972;878;146;9.0
Be Quite Letter;1997;881;675;126;8.8
Choose Myself Way;2021;561;12;50;1.7
Save While Sort;1986;939;507;67;4.5
Argue Magazine Important;1970;208;492;76;3.9
Investment Per Every;1998;300;49;104;5.9
Air Congress Subject;1987;792;429;89;8.9
They Report Break;1991;478;944;106;3.5
Spring Speech Nor;1986;41;698;95;6.0
Represent Power Discuss;1988;468;145;134;8.4
Dream Summer Must;1990;859;797;115;2.8
Cup Use Space;2011;863;307;96;8.7
Night Whom Ability;1985;128;619;113;2.6
Major Clearly College;1993;187;221;125;5.5
Record Major Center;1971;42;869;82;1.3
Image Box Place;2009;166;527;104;2.0
Sing Piece Ability;2005;921;863;117;8.4
Every Always Wind;1995;439;388;61;6.4
Back Its Foot;1974;447;56;107;4.4
Decade Oil Would;1977;941;402;117;4.5
Threat Case Anything;1975;674;353;62;1.6
Father Never Play;2019;262;247;132;9.0
Himself Full Market;1978;544;981;139;8.0
Yard Already Stage;1997;571;215;118;1.5
Recently Affect Though;1990;275;263;94;1.8
Actually System Himself;2020;944;968;113;5.3
Ball Give Bed;2018;338;212;125;4.4
Fast Style Dog;1984;109;654;54;4.7
Close Local Campaign;2010;984;657;54;9.0
Memory Decade Later;1993;604;255;90;9.9
Church Wide Community;1982;243;87;83;3.8
Direction Organization Employee;2021;745;559;77;5.0
Seat Boy Stuff;1985;362;924;135;4.3
She Language Dark;1992;278;168;114;4.3
Trouble Mother A;2005;119;216;99;4.1
Themselves Inside Family;2019;215;22;93;7.9
Administration Administration Or;1999;570;395;122;7.4
Tv Within Example;1990;542;86;124;8.0
Always Gas Free;2004;5;252;79;5.1
Instead Husband Body;2009;557;859;116;2.9
Write Pass Fly;1995;450;883;86;1.5
Situation Field Student;2014;207;7;138;9.0
Community Memory Job;1989;214;340;75;8.2
Laugh Not More;1986;40;978;92;5.3
Everybody Newspaper Party;2018;104;235;119;3.3
Product Pressure Final;2003;676;817;65;7.2
Think Wind Certainly;1992;260;278;76;7.8
Situation Present Administration;1997;789;823;96;5.8
Prevent Provide Professor;2022;21;704;125;2.3
Magazine Result Often;1990;112;763;79;5.2
Deep I Condition;1987;941;497;112;5.5
Democratic Per Consider;2014;628;586;123;6.1
House Join Sometimes;1980;500;891;78;3.9
Design Discover Certainly;1975;841;319;71;9.5
However A Probably;1989;848;12;87;8.7
Pressure Morning Provide;1983;528;606;70;5.2
Fund Fight Town;1977;737;125;78;9.4
Ground Difference People;2017;353;302;108;7.1
Financial Last Social;2011;306;50;104;4.5
Marriage Top According;2002;59;591;98;4.2
Peace Traditional Painting;2021;829;263;74;9.6
Order Agree Defense;1997;245;816;123;7.7
Person Raise Religious;1998;306;1000;114;4.3
Spring Analysis Early;1970;516;328;55;3.3
Follow Thought Know;1999;992;961;137;6.0
Between Effort The;1993;444;163;50;8.8
Note Across Rise;2014;627;919;115;4.8
Alone Dream He;2020;326;212;58;3.5
Behind Majority Change;2012;114;91;135;9.7
Least Possible Special;1972;969;232;118;8.1
Budget Address Article;1971;854;671;80;8.2
Car Wife Say;1970;683;164;126;7.5
Grow Improve Feeling;1976;792;343;138;5.8
Bill Question Crime;1982;935;385;71;7.7
Home Drug Look;2019;885;863;140;5.6
Story Together Popular;2021;356;97;60;9.8
Describe Citizen When;2006;57;540;104;4.0
Practice Person Central;1972;483;94;108;3.7
Before And Century;2009;655;745;57;8.9
Adult Act Third;2021;570;461;145;8.3
Either Home This;1988;899;566;70;8.6
Mrs Agreement Other;1980;755;489;125;9.6
Happen Dog Together;1996;132;962;125;5.8
Might Team Nice;2008;647;810;63;9.0
Like Hundred Different;1991;944;844;148;4.7
Black Almost Four;1995;284;967;107;6.5
Campaign During Effect;1979;753;339;141;9.1
Up Positive Much;2016;112;186;113;7.8
Card Either Reach;1977;966;259;144;8.6
Stand Sense Traditional;1988;818;726;131;1.6
Law Radio Knowledge;1979;643;14;143;3.8
Rest Seat Church;2008;20;574;54;4.3
Help Sea Forget;2010;30;528;63;4.5
Particular Take Page;2003;771;587;110;3.3
Do Politics System;1975;242;809;78;8.5
Big Leg Suddenly;1975;927;646;61;8.8
Officer Executive Yet;1978;794;760;143;3.0
Sense Have Whether;2002;903;809;130;4.2
Project Order Admit;2022;773;625;146;8.2
Democrat Leg Picture;2016;575;121;70;7.6
Tax Simply Life;1989;622;592;136;5.0
Great Two State;2005;898;693;121;1.6
Sense Skin Skill;1983;64;678;108;9.0
Certain Fight Successful;2007;627;632;96;9.1
Move Deal Opportunity;1984;781;618;58;2.8
Out Bad Natural;1984;251;266;142;7.7
Big Leader Family;2018;24;793;78;4.6
Evidence Manage Court;2004;6;549;117;6.4
Rock Still Mr;1996;683;815;75;3.5
Firm Where South;1973;689;214;53;7.5
Car Organization Kitchen;2018;843;361;80;7.9
Within Sit Argue;1994;774;611;141;8.7
Must Ten Yeah;1999;615;516;50;4.5
Whole Better Style;1992;316;482;88;1.9
Walk Citizen Push;2017;157;452;92;9.4
Right She Kitchen;1978;210;219;88;1.6
Right Them Religious;2014;495;90;52;1.5
Region Six Whatever;2008;59;423;116;8.9
Development Send Shoulder;2005;387;643;59;7.8
Hear Over Create;2006;350;84;90;9.8
Low Affect Everybody;1980;198;73;80;10.0
Member Audience Present;1973;649;840;91;8.8
Great Mrs Nature;2013;269;725;67;1.2
Manager Professor Summer;2021;185;829;125;6.1
Itself Test Future;1989;340;206;55;1.7
Bad Detail Mrs;2016;124;733;88;4.7
Know Television Rather;1998;262;320;117;3.0
Up Age Culture;2009;716;773;87;7.8
School Daughter Magazine;2000;959;409;54;3.7
Magazine Can Concern;1975;656;709;79;3.9
Interesting Deep Budget;2005;323;569;135;1.6
Analysis Financial Customer;2014;200;56;103;6.9
Action Media May;1980;117;422;99;7.8
Seat Past Just;2001;730;29;79;5.0
Different Mother Art;1990;259;807;87;5.5
Worker Father Single;1971;666;469;62;8.3
